Pada, Artha1, Parva, Sandhi_no, Padya1
ಮಸುಳಿಸು, ಮಾಸು, ಉದ್ಯೋಗ ಪರ್ವ,3,57
ಮಸುಳಿಸು, ಅಳಿಸು, ಗದಾ ಪರ್ವ,9,14
ಮಸುಳು, ಮಂಕಾಗು, ಆದಿ ಪರ್ವ,13,38
ಮಸುಳ್ದ, ಬಾಡಿದ., ಉದ್ಯೋಗ ಪರ್ವ,6,16
ಮಸೆ, ಉದ್ರೇಕಗೊಳ್ಳು, ಗದಾ ಪರ್ವ,5,33
ಮಸೆ, ಹರಿತ, ಆದಿ ಪರ್ವ,13,7
ಮಸೆ, ಘರ್ಷಣೆ, ಉದ್ಯೋಗ ಪರ್ವ,9,41
ಮಸೆ, ಘರ್ಷಿಸು, ಉದ್ಯೋಗ ಪರ್ವ,11,12
ಮಸೆ, ತೀವ್ರಗೊಳ್ಳು, ಕರ್ಣ ಪರ್ವ,13,32
ಮಸೆ, ತಿಕ್ಕು, ಆದಿ ಪರ್ವ,8,50
ಮಸೆಗಂಡನು, ಗಾಯಗೊಂಡನು, ಭೀಷ್ಮ ಪರ್ವ,9,38
ಮಸೆಗಾಣ್, ಗಾಯಗೊಳ್ಳು, ಆದಿ ಪರ್ವ,7,4
ಮಸೆಗಾಣಿಸು, ಗಾಯಗೊಳಿಸು., ದ್ರೋಣ ಪರ್ವ,1,60
ಮಸೆದರು, ಹೋರಾಟಕ್ಕೆ ಸಿದ್ಧರಾದರು, ಭೀಷ್ಮ ಪರ್ವ,1,19
ಮಸೆದಿಹ, ಸಾಣೆಹಿಡಿದ, ಭೀಷ್ಮ ಪರ್ವ,10,9
ಮಸೆದುದು, ಹರಿತವಾಗು ಹೆಚ್ಚಾಗು, ಗದಾ ಪರ್ವ,6,12
ಮಸೆದೋರು, ಉರಿಕಾಣಿಸು, ವಿರಾಟ ಪರ್ವ,2,6
ಮಸ್ತಕ, ನೆತ್ತಿ , ಗದಾ ಪರ್ವ,8,14, , , E2B6EBD8B6C9B6, , , , , , , , , , 
ಮಹದಪವಾದ, ಲೋಕನಿಂದೆ, ಭೀಷ್ಮ ಪರ್ವ,6,47
ಮಹನವಮಿ, ಅಂತ್ಯ, ದ್ರೋಣ ಪರ್ವ,7,8
ಮಹಳ, ಭಾದ್ರಪದ ಕೃಷ್ಣ ಅಮಾವಾಸ್ಯೆಯಂದು ಸರ್ವಪಿತೃಗಳಿಗೆ ಮಾಡುವ ಶ್ರಾದ್ಧ, ವಿರಾಟ ಪರ್ವ,7,12
ಮಹಾ ಆಹವ, ಘೋರ ಯುದ್ಧ, ಭೀಷ್ಮ ಪರ್ವ,2,35
ಮಹಾಂಬುಧಿ, (ಮಹಾ) ಸಮುದ್ರ, ವಿರಾಟ ಪರ್ವ,10,50
ಮಹಾಂಬುಧಿ, ಹೆಗ್ಗಡಲು, ಉದ್ಯೋಗ ಪರ್ವ,11,49
ಮಹಾಕ್ರತು, ಮಹಾಯಾಗ (ಸತ್ಯಪಾಲನೆ ಎಂಬುದೇ ಅವರು 13 ವರ್ಷಗಳ ಕಾಲ ಮಾಡಿದ ಮಹಾಯಾಗ.), ವಿರಾಟ ಪರ್ವ,10,6
ಮಹಾತ್ಮ, ಘನವಂತ/ಶ್ರೇಷ್ಠ, ಉದ್ಯೋಗ ಪರ್ವ,4,55
ಮಹಾಮಹೀಶ್ವರರು, ಮಹಾರಾಜರುಗಳು, ವಿರಾಟ ಪರ್ವ,10,46
ಮಹಾಯತದ, ವಿಸ್ತಾರದ, ದ್ರೋಣ ಪರ್ವ,1,20
ಮಹಾಘ್ರ್ಯ, ಹೆಚ್ಚುಬೆಲೆಬಾಳುವ, ಗದಾ ಪರ್ವ,4,16
ಮಹಾರ್ಣವ, ಮಹಾಸಮುದ್ರ, ದ್ರೋಣ ಪರ್ವ,1,17
ಮಹಾವಾತ, ಬಿರುಗಾಳಿ, ಆದಿ ಪರ್ವ,6,9
ಮಹಾಸತಿ, ಸಾಧ್ವಿ, ಆದಿ ಪರ್ವ,16,35
ಮಹಿ, ಭೂಮಿ, ಗದಾ ಪರ್ವ,8,2
ಮಹಿ, ರಾಜ್ಯ, ವಿರಾಟ ಪರ್ವ,5,16
ಮಹಿಮಾ, ದೊಡ್ಡರೂಪ, ಉದ್ಯೋಗ ಪರ್ವ,4,9
ಮಹಿಷದ್ವಯ, ಎರಡು ಕೋಣಗಳು, ಆದಿ ಪರ್ವ,10,11
ಮಹೀಜನ, ಭೂಮಿಯಮೇಲಿನ ಜನ, ಗದಾ ಪರ್ವ,13,8
ಮಹೀತಳ, ನೆಲ, ಆದಿ ಪರ್ವ,15,20
ಮಹೀತಳಾಧಿಪ, ರಾಜ (ಧರ್ಮರಾಯ), ವಿರಾಟ ಪರ್ವ,3,23
ಮಹೀಪಾಲ, ದೊರೆ, ಭೀಷ್ಮ ಪರ್ವ,3,15
ಮಹೀಪಾಲಕ, ದೊರೆ (ಧರ್ಮರಾಜ), ಭೀಷ್ಮ ಪರ್ವ,2,31
ಮಹೀಶರ, ದೊರೆಗಳ, ಉದ್ಯೋಗ ಪರ್ವ,8,19
ಮಹೇಂದ್ರವರ ದಿಗ್ ಬಾಲಕಿ, ಇಂದ್ರ ದಿಕ್ಕು ಅಂದರೆ ಪೂರ್ವದಿಕ್ಕು ಎಂಬ ಬಾಲಕಿ, ವಿರಾಟ ಪರ್ವ,10,2
ಮಹೋದಧಿ, ಮಹಾ ಸಮುದ್ರ, ಅರಣ್ಯ ಪರ್ವ,14,21
ಮಹೋರಗ, ದೊಡ್ಡ ಸರ್ಪ, ಗದಾ ಪರ್ವ,7,38
ಮಳವೆ, ಪಂಜಿಗಾಗಿ ಬಟ್ಟೆ ಸುತ್ತಿದ ಕೋಲು, ದ್ರೋಣ ಪರ್ವ,15,32
ಮಾಂಗಲಿಕ, ಮಂಗಳಕರವಾದ, ಅರಣ್ಯ ಪರ್ವ,15,15
ಮಾಂಗಲ್ಯ ಮಜ್ಜನ, ಮಂಗಳ ಸ್ನಾನ, ವಿರಾಟ ಪರ್ವ,10,4
ಮಾಂತ್ರಿಕ, ಮಾಟಗಾರ, ಆದಿ ಪರ್ವ,12,22
ಮಾಕಂದ, ಮಾವಿನಮರ, ಗದಾ ಪರ್ವ,3,17
ಮಾಕಂದ, ಮಾವು , ವಿರಾಟ ಪರ್ವ,2,30
ಮಾಗಧ, ಮಗಧ ದೇಶದ ರಾಜ, ಆದಿ ಪರ್ವ,14,17
ಮಾಗಧನೆ, ಜರಾಸಂಧನೆ, ಸಭಾ ಪರ್ವ,2,23
ಮಾಟ, ದುಷ್ಕಾರ್ಯ, ಆದಿ ಪರ್ವ,8,94
ಮಾಣ್, ನಿಲ್ಲಿಸು, ವಿರಾಟ ಪರ್ವ,9,35
ಮಾಣದು, ಬಿಡುವುದಿಲ್ಲ., ವಿರಾಟ ಪರ್ವ,3,31
ಮಾಣಲದು, ಅದು ಹೋಗಲಿ, ಸಭಾ ಪರ್ವ,3,65
ಮಾಣಲಿ, ನಿಲ್ಲಿಸಲಿ, ಆದಿ ಪರ್ವ,7,39
ಮಾಣಿ, ವಟು, ಸಭಾ ಪರ್ವ,1,90
ಮಾಣಿಕ, ಮಾಣಿಕ್ಯ(ಸಂ), ಗದಾ ಪರ್ವ,10,27
ಮಾಣಿಸು, ನಿಲ್ಲಿಸು, ವಿರಾಟ ಪರ್ವ,7,20
ಮಾಣಿಸು, ಕಡಿಮೆ ಮಾಡು, ಉದ್ಯೋಗ ಪರ್ವ,4,121
ಮಾಣು, ನಿಲ್ಲಿಸು, ವಿರಾಟ ಪರ್ವ,9,37
ಮಾತಿನಲಗ್ಗಿದನು, ಮಾತಿನಲ್ಲಿ ಮುಂದಾದವನು, ಆದಿ ಪರ್ವ,14,19
ಹೊಳ್ಳು ವಾತು, ಪೊಳ್ಳು ನುಡಿ, ವಿರಾಟ ಪರ್ವ,8,76
ಮಾತೃಕಾಕ್ಷರ, ಬೀಜಾಕ್ಷರ, ಅರಣ್ಯ ಪರ್ವ,6,59
ಮಾತೃಕೆ, ಮೂಲಸ್ಥಾನ, ವಿರಾಟ ಪರ್ವ,6,4
ಮಾದು, ನೀಗಿ, ದ್ರೋಣ ಪರ್ವ,13,18
ಮಾದು, ಬಿಟ್ಟು, ದ್ರೋಣ ಪರ್ವ,18,57
ಮಾದು, ಕಳೆ/ಬಿಡು, ಉದ್ಯೋಗ ಪರ್ವ,10,35
ಮಾದುದು, ನಿಂತಿತು, ಸಭಾ ಪರ್ವ,12,4
ಮಾದುದು, ನಿಂತಿತ್ತು, ದ್ರೋಣ ಪರ್ವ,1,18
ಮಾದ್ರೀಸುತರು, ನಕುಲ ಸಹದೇವರು, ಭೀಷ್ಮ ಪರ್ವ,5,2
ಮಾನ, ಘನತೆ, ಆದಿ ಪರ್ವ,17,2
ಮಾನನಿಧಿ, ಮಾನವನ್ನೆ ಐಶ್ವರ್ಯವಾಗುಳ್ಳವನು , ಗದಾ ಪರ್ವ,8,2
ಮಾನನಿಧಿ, ಮಾನಧನ, ಗದಾ ಪರ್ವ,10,9
ಮಾನಾರ್ಥ, ಮರ್ಯಾದೆ ಉಳಿಸುವ ಪ್ರಶ್ನೆ ಬಂದಾಗ, ವಿರಾಟ ಪರ್ವ,3,44
ಮಾನಿನಿ, ಮಹಿಳೆ, ಗದಾ ಪರ್ವ,12,17
ಮಾನಿನಿ, ಹೆಂಡತಿ, ಗದಾ ಪರ್ವ,10,15
ಮಾನಿನಿ, ಹೆಂಗಸು, ಗದಾ ಪರ್ವ,4,12, , , E2B7DCB8DCB8, , , , , , , , , , 
ಮಾನಿನಿಯರು, ಮಹಿಳೆಯರು, ಗದಾ ಪರ್ವ,12,12
ಮಾನಿಸರು, ಮನುಷ್ಯರು, ಆದಿ ಪರ್ವ,10,12
ಮಾನುಷೆ, ಹೆಂಗಸು, ಅರಣ್ಯ ಪರ್ವ,18,16
ಮಾನ್ಯ, ಪೂಜ್ಯ, ಆದಿ ಪರ್ವ,7,40
ಮಾನ್ಯ, ಗೌರವಸ್ಥ, ಆದಿ ಪರ್ವ,14,22
ಮಾನ್ಯವೃತ್ತಿ, ಗೌರವಭಾವ, ವಿರಾಟ ಪರ್ವ,2,14
ಮಾಮಾ, ಭಾರಿ ಭಾರಿ (ಮಹಾಮಹಾ), ಭೀಷ್ಮ ಪರ್ವ,9,37
ಮಾಯಗಾತಿ, ಮೋಸಗಾತಿ, ಆದಿ ಪರ್ವ,9,11
ಮಾಯದ ಮನುಜರು, ಮರುಳುಮಾಡುವ ಮನುಷ್ಯರು, ಗದಾ ಪರ್ವ,4,58
ಮಾಯರು, ಮಾಯೆಯ ಪ್ರಭಾವಕ್ಕೆ ಒಳಗಾದವರು, ಗದಾ ಪರ್ವ,5,8
ಮಾಯಾತಿಮಿರ, ಮಾಯೆಯೆಂಬ ಕತ್ತಲೆ., ಗದಾ ಪರ್ವ,5,10
ಮಾಯಾಪಾಶಬದ್ಧರು, ಮಾಯೆಯೆಂಬ ಪಾಶದಲ್ಲಿ ಬಂಧಿತರಾದವರು. ಪ್ರಪಂಚವನ್ನು ನಿಜವೆಂದೇ ತಿಳಿದು ನಡೆದುಕೊಳ್ಳವವರು., ಗದಾ ಪರ್ವ,8,52
ಮಾಯಾರಚನೆ, ಮಾಯೆಯಿಂದ ಸೃಷ್ಟಿಯಾದುದು, ಗದಾ ಪರ್ವ,12,2
ಮಾಯಾವಿ, ಬೇರೆಬೇರೆ ರೂಪಗಳನ್ನು ತಾಳುವವನು, ಗದಾ ಪರ್ವ,8,52
ಮಾಯಾವಿ, ಇಂದ್ರಜಾಲ ಮಾಡುವವನು, ಸಭಾ ಪರ್ವ,1,30
ಮಾಯಾಸಿದ್ಧ, ಇಂದ್ರಜಾಲದಲ್ಲಿ ನಿಪುಣ, ಆದಿ ಪರ್ವ,15,23
ಮಾಯೆ, ಭ್ರಮೆ, ಆದಿ ಪರ್ವ,13,2
ಮಾರಂಕ, ಪ್ರತಿಸ್ಪರ್ಧೆ, ಆದಿ ಪರ್ವ,7,19
ಮಾರಂಕ, ಪ್ರತಿಯುದ್ಧ, ಆದಿ ಪರ್ವ,13,22
ಮಾರಣಾಧ್ವರ, ಶತ್ರುನಾಶಕ್ಕೆ ಮಾಡುವ ಘೋರ ಯಾಗ, ಭೀಷ್ಮ ಪರ್ವ,4,19
ಮಾರಣಾಧ್ವರ, ಮರಣವನ್ನು ತರುವ ಯಾಗ, ಗದಾ ಪರ್ವ,9,24
ಮಾರಾಂಕ, ರಣಾಂಗಣ, ಸಭಾ ಪರ್ವ,3,9
ಮಾರಾಂತ, ಪ್ರತಿಭಟಿಸಿ ನಿಂತ (ಮಾರಾನು, ವಿರಾಟ ಪರ್ವ,8,39
ಮಾರಾಂತ, ಮೇಲೆ ಬಿದ್ದನು, ಭೀಷ್ಮ ಪರ್ವ,8,30
ಮಾರಾಂತು, ಪ್ರತಿಭಟಿಸಿ, ಆದಿ ಪರ್ವ,8,13
ಮಾರಾತ, ಪ್ರತಿಭಟಿಸಿದ, ಆದಿ ಪರ್ವ,16,2
ಮಾರಾನು, ಎದುರು ನಿಲ್ಲು, ವಿರಾಟ ಪರ್ವ,8,66
ಮಾರಿ, ಮೃತ್ಯುದೇವತೆ, ಉದ್ಯೋಗ ಪರ್ವ,11,10
ಮಾರಿಯ, ರಣಮಾರಿಯ, ಭೀಷ್ಮ ಪರ್ವ,6,12
ಮಾರುತ, ಪ್ರಾಣವಾಯು, ದ್ರೋಣ ಪರ್ವ,18,68
ಮಾರುತಿ, ಭೀಮ (ಮರುತ, ವಿರಾಟ ಪರ್ವ,3,100
ಮಾರುತಿ, ಭೀಮ (ವಾಯು ಪುತ್ರರಾದ ಹನುಮಂತನಿಗೂ, ಆದಿ ಪರ್ವ,10,29
ಮಾರುತಿ, ಭೀಮಸೇನ, ಭೀಷ್ಮ ಪರ್ವ,3,1
ಮಾರುದ್ದಿ, ಬಲವಾಗಿ ತಿಕ್ಕಿ / ಹೊಡೆದು, ಕರ್ಣ ಪರ್ವ,19,41
ಮಾರುದ್ದು, ಉಜ್ಜುವುದು, ಗದಾ ಪರ್ವ,7,11
ಮಾರೊಡ್ಡು, ಪ್ರತಿವ್ಯೂಹ, ಕರ್ಣ ಪರ್ವ,2,14
ಮಾರೊಲೆದುದು, ಹೊಯ್ದಾಡಿದವು, ಭೀಷ್ಮ ಪರ್ವ,6,30
ಮಾರ್ಕೋ¯, ಪ್ರತಿಯಾಗಿ ಬಿಡುವ ಬಾಣ, ಆದಿ ಪರ್ವ,7,34
ಮಾರ್ಗಣ, ಬಾಣ., ಉದ್ಯೋಗ ಪರ್ವ,6,23
ಮಾರ್ಗಣ, ಯಾಚಕ, ಸಭಾ ಪರ್ವ,1,18
ಮಾರ್ಗಣೆ, ಎದುರು ಬಾಣ, ಶಲ್ಯ ಪರ್ವ,3,37
ಮಾರ್ತಿರುಪು, ಬಿಲ್ಲಿನ ಹಗ್ಗದ ಇನ್ನೊಂದು ಭಾಗ, ಕರ್ಣ ಪರ್ವ,21,11
ಮಾರ್ಬಲ, ಶತ್ರು ಸೈನ್ಯ., ಅರಣ್ಯ ಪರ್ವ,2,24
ಮಾವುತ, ಆನೆಸವಾರ, ಶಲ್ಯ ಪರ್ವ,2,15
ಮಾಸಾಳು, ಸಾಹಸಿ, ವಿರಾಟ ಪರ್ವ,2,8
ಮಾಹಿಷಿಕ, ಹೆಂಡತಿಯ ವ್ಯಭಿಚಾರದಿಂದ ಹಣಗಳಿಸುವವನು, ಉದ್ಯೋಗ ಪರ್ವ,4,48
ಮಾಳವದ, ಮಾಳವ ದೇಶದ, ಭೀಷ್ಮ ಪರ್ವ,4,64
ಮಾಳಿಗೆಗೆ, ಉಪ್ಪರಿಗೆಗೆ, ಭೀಷ್ಮ ಪರ್ವ,3,84
ಮಿಂಚು, ಪ್ರಕಾಶಿಸು, ಆದಿ ಪರ್ವ,19,20
ಮಿಂಚು ಬುಳು, ಮಿಂಚುಹುಳು, ದ್ರೋಣ ಪರ್ವ,1,29
ಮಿಂಚುಬುಳು, ಮಿಂಚುಹುಳ, ದ್ರೋಣ ಪರ್ವ,5,56
ಮಿಂಚುಬುಳು, ಮಿಣಕುಹುಳು, ಭೀಷ್ಮ ಪರ್ವ,3,70
ಮಿಂಟೆ, ಗುಂಡುÉ, ವಿರಾಟ ಪರ್ವ,8,35
ಮಿಗೆ, ಅಧಿಕವಾಗಲು , ಆದಿ ಪರ್ವ,4,0
ಮಿಡಿ, ಮೀಟು, ಗದಾ ಪರ್ವ,7,40
ಮಿಡಿದು, ಎಳೆದು, ದ್ರೋಣ ಪರ್ವ,1,66
ಮಿಡಿವ, ಚಿಮ್ಮುವ, ಭೀಷ್ಮ ಪರ್ವ,5,21
ಮಿಡುಕಲು, ನಡುಗಲು, ದ್ರೋಣ ಪರ್ವ,6,16
ಮಿಡುಕಲು, ಮುಂದುವರಿಯಲು, ದ್ರೋಣ ಪರ್ವ,6,17
ಮಿಡುಕಲು, ಚಲಿಸಲು, ಸಭಾ ಪರ್ವ,12,35
ಮಿಡುಕು, ಪ್ರತಿಕ್ರಿಯಿಸು, ಗದಾ ಪರ್ವ,7,37
ಮಿಡುಕು, ಎದುರು ಬೀಳು, ವಿರಾಟ ಪರ್ವ,4,47
ಮಿಡುಕು, ಧೈರ್ಯ, ಗದಾ ಪರ್ವ,5,43
ಮಿಣ್ಣನೆ, ಶಬ್ದವಿಲ್ಲದೆ, ಗದಾ ಪರ್ವ,9,27
ಮಿಣ್ಣನೆ, ತೆಪ್ಪಗೆ , ವಿರಾಟ ಪರ್ವ,3,102
ಮಿತ್ತು, ಮೃತ್ಯುದೇವತೆ, ಭೀಷ್ಮ ಪರ್ವ,9,47
ಮಿತ್ತುವಹರೇ, ಮಿತ್ತು+ಅಹರೇ, ವಿರಾಟ ಪರ್ವ,6,25
ಮಿಥ್ಯ, ಸುಳ್ಳು, ದ್ರೋಣ ಪರ್ವ,3,67
ಮಿಥ್ಯೋತ್ತರ, ಸುಳ್ಳು ಉತ್ತರ, ಉದ್ಯೋಗ ಪರ್ವ,4,91
ಮಿರುಗು, ಹೊಳೆ, ಗದಾ ಪರ್ವ,7,3
ಮಿರುಮಿರುಪ, ಹೊಳೆ ಹೊಳೆಯುವ, ಆದಿ ಪರ್ವ,16,61
ಮಿಸುಕು, ಪ್ರತಿಭಟಿಸು, ವಿರಾಟ ಪರ್ವ,3,68
ಮಿಸುನಿ, ಬಂಗಾರ, ಆದಿ ಪರ್ವ,15,8
ಮಿಸುಪ, ಹೊಳೆವ, ಭೀಷ್ಮ ಪರ್ವ,3,76
ಮಿಸುಪಮೊಳೆ, ಹೊಳೆವಹಲ್ಲು, ಭೀಷ್ಮ ಪರ್ವ,6,32
ಮಿಸುವ, ಪ್ರಕಾಶಿಸುವ, ಆದಿ ಪರ್ವ,13,16
ಮಿಹಿರಬಿಂಬ, ಸೂರ್ಯಬಿಂಬ, ಸಭಾ ಪರ್ವ,14,72
ಮಿಹಿರಸುತ, ಸೂರ್ಯನಮಗ ಕರ್ಣ, ಶಲ್ಯ ಪರ್ವ,1,6
ಮಿಹಿರಸುತ, ಕರ್ಣ, ದ್ರೋಣ ಪರ್ವ,5,51
ಮಿಳಿ, ಮಿಣಿ ಹಗ್ಗ., ಕರ್ಣ ಪರ್ವ,7,6
ಮಿಳಿ, ಚರ್ಮದ ಹಗ್ಗ, ದ್ರೋಣ ಪರ್ವ,3,2
ಮೀಟಾದ, ಶ್ರೇಷ್ಠ, ಸಭಾ ಪರ್ವ,3,32
ಮೀಟಾದರಿಗೆ ಕಟ್ಟಿದ ತೊಡರು, ಸವಾಲಾಗಿ ಸಾಹಸ ತೋರಿದವರೆಗೆ ಬುದ್ಧಿ ಕಲಿಸಲು ಧರಿಸಿದ ಬಿರುದಿನ ಬಳೆ, ಭೀಷ್ಮ ಪರ್ವ,1,41
ಮೀಟು, ಉನ್ನತಿ , ವಿರಾಟ ಪರ್ವ,2,13
ಮೀನ್ಬುಗ, ಮೀನನ್ನು ಹಿಡಿದು ತಿನ್ನುವ ಕೊಕ್ಕರೆ ಮೊದಲಾದ ಹಕ್ಕಿಗಳು, ಆದಿ ಪರ್ವ,20,53
ಮೀರಿ, ದಾಟಿ, ಗದಾ ಪರ್ವ,11,8
ಮುಂಕುಡಿ, ಮುಂಭಾಗ, ಗದಾ ಪರ್ವ,1,37, , , E2BAA2C9BAD5B8, , , , , , , , , , 
ಮುಂಕುಡಿ, ಮುಂಭಾಗದ ಸೇನೆ, ಭೀಷ್ಮ ಪರ್ವ,2,10
ಮುಂಕುಡಿಯ, ಮುಂಭಾಗದ, ಸಭಾ ಪರ್ವ,10,64
ಮುಂಕೊಂಡು, ಶೀಘ್ರವಾಗಿ, ಭೀಷ್ಮ ಪರ್ವ,9,49
ಮುಂಕೊಂಡು, ಮುನ್ನುಗ್ಗಿ, ಭೀಷ್ಮ ಪರ್ವ,4,10
ಮುಂಕೊಂಡು, ಮುಂದಾಗಿ, ಆದಿ ಪರ್ವ,7,67
ಮುಂಕೊಂಡು, ಮೊದಲಿಗೆ, ವಿರಾಟ ಪರ್ವ,7,25
ಮುಂಕೊಂಡು, ಉತ್ಸಾಹಿಸಿ., ಶಲ್ಯ ಪರ್ವ,2,0
ಮುಂಕೊಂಡು, ಎದುರಿಸಿ, ವಿರಾಟ ಪರ್ವ,4,0
ಮುಂಕೊಳಿಸಿ, ಸಿದ್ಧಗೊಳಿಸಿ, ದ್ರೋಣ ಪರ್ವ,4,22
ಮುಂಕೊಳಿಸಿಕೊಳ್ಳದೆ, ಮುಂದಕ್ಕೆ ಬರಮಾಡಿಕೊಂಡು ಯುದ್ಧ ಮಾಡದೆ, ಭೀಷ್ಮ ಪರ್ವ,5,6
ಮುಂಕೊಳಿಸು, ಮುಂದುವರಿ, ಶಲ್ಯ ಪರ್ವ,2,41
ಮುಂಕೊಳಿಸು, ಎದುರಾಗು, ಕರ್ಣ ಪರ್ವ,11,27
ಮುಂಗಲಿತನ, ಮುಂ+ಕಲಿತನ, ಗದಾ ಪರ್ವ,1,27
ಮುಂಗಾಳೆಗ, ಯುದ್ಧದ ಆರಂಭದಲ್ಲಿ ತಾ ಮುಂದು ನಾ ಮುಂದು ಎನ್ನುತ್ತ ನುಗ್ಗುವುದು, ಭೀಷ್ಮ ಪರ್ವ,6,1
ಮುಂಗುಡಿ, ಸೈನ್ಯದ ಮುಂಭಾಗ, ಆದಿ ಪರ್ವ,20,38
ಮುಂಗುಡಿ, ಮುಂಬರಿ, ಉದ್ಯೋಗ ಪರ್ವ,11,49
ಮುಂಗುಡಿ, ಮುಂಚೂಣಿ ಸೇನೆ, ಭೀಷ್ಮ ಪರ್ವ,4,76
ಮುಂಗುಡಿಯ, ಮುಂದೆ ಇದ್ದ, ಅರಣ್ಯ ಪರ್ವ,1,24
ಮುಂಗೆಡೆ, ಮುಮ್ಮುಖವಾಗಿ ಬೀಳು , ಗದಾ ಪರ್ವ,2,20
ಮುಂಚಿತು, ಮಿಗಿಲೆನಿಸಿತು., ಭೀಷ್ಮ ಪರ್ವ,8,6
ಮುಂಚು, ಮೀರಿ ಹೋಗು, ಕರ್ಣ ಪರ್ವ,3,19
ಮುಂಚು, ಮುಂದು, ಅರಣ್ಯ ಪರ್ವ,20,12
ಮುಂಚು, ಮುಂದಾಗು, ಸಭಾ ಪರ್ವ,1,3
ಮುಂಜೆರಗು, ಸೆರಗಿನ ಮುಂಭಾಗ, ಗದಾ ಪರ್ವ,5,41
ಮುಂಜೆರಗು, ಬಟ್ಟೆಯ ಮುಂದಿನ ತುದಿ, ಅರಣ್ಯ ಪರ್ವ,23,17
ಮುಂಜೆರಗು, ಮುಂ+ಸೆರಗು, ವಿರಾಟ ಪರ್ವ,6,12
ಮುಂಜೆರಗು, ಧೋತ್ರದ ಮುಂಭಾಗದ ತುದಿ, ಗದಾ ಪರ್ವ,3,41
ಮುಂಡ, ತಲೆಯಿಲ್ಲದ ದೇಹ, ಗದಾ ಪರ್ವ,3,9
ಮುಂಡಾಡಿದರು, ಮುದ್ದಾಡಿದರು, ಗದಾ ಪರ್ವ,12,6
ಮುಂಡಾಡು, ಮುದ್ದುಮಾಡು, ವಿರಾಟ ಪರ್ವ,3,67
ಮುಂಡಾಡು, ಮುದ್ದಾಡು, ಸಭಾ ಪರ್ವ,5,22
ಮುಂಡಾಸನ, ಕಪ್ಪೆಯಂತೆ ಕುಳಿತು ಕೊಳ್ಳುವ ಭಂಗಿ, ದ್ರೋಣ ಪರ್ವ,3,52
ಮುಂಡಾಸನ, ತಲೆಬಗ್ಗಿಸಿ, ಗದಾ ಪರ್ವ,1,15
ಮುಂದರಿಯದೆ, ಮುಂದಾಗುವುದನ್ನು ತಿಳಿಯದೆ ವರ, ಆದಿ ಪರ್ವ,16,42
ಮುಂದರೆನೆಲೆ, ?, ಸಭಾ ಪರ್ವ,3,50
ಮುಂದುಗಾಣದೆ, ಮುಂದಿನ ಪರಿಣಾಮವನ್ನು ಗಮನಿಸದೆ., ಗದಾ ಪರ್ವ,7,27
ಮುಂದುಗೆಡು, ಏನು ತೋಚದಂತಾಗುವಿಕೆ, ವಿರಾಟ ಪರ್ವ,8,58
ಮುಂಬನಿ, ನೆಲದ ಮೇಲೆ ಬೀಳುವ ಮೊದಲ ಮಳೆಯ ಹನಿ, ಆದಿ ಪರ್ವ,19,21
ಮುಂಬಾರೆಕಾರ, ಮುಂದಿನ ಸರದಿಯವರು, ಭೀಷ್ಮ ಪರ್ವ,4,80
ಮುಂಬಿಗ, ಮುಂದಿರುವವನು, ಅರಣ್ಯ ಪರ್ವ,1,6
ಮುಂಬಿಗರು, ಮುಂದಾಳುಗಳು, ಕರ್ಣ ಪರ್ವ,2,8
ಮುಂಮಾರಿ, ಮುನ್ನುಗ್ಗುವ ಧೀರರು, ಭೀಷ್ಮ ಪರ್ವ,8,29
ಮುಕುಟ, ಶಿರಸ್ಸು , ಗದಾ ಪರ್ವ,10,27
ಮುಕುಟ, ಕಿರೀಟ., ಶಲ್ಯ ಪರ್ವ,1,24
ಮುಕುತಿ, ಮೋಕ್ಷ, ಭೀಷ್ಮ ಪರ್ವ,6,44
ಮುಕುಳಕರನಾಗಿ, (ಮೊಗ್ಗಿನಾಕಾರದಲ್ಲಿ) ಕೈ ಮುಗಿದುಕೊಂಡು, ಭೀಷ್ಮ ಪರ್ವ,2,7
ಮುಕ್ಕರಿಸು, ಆವರಿಸು , ಗದಾ ಪರ್ವ,1,30
ಮುಕ್ಕರುಕು, ಮುತ್ತಿಕೊಳ್ಳು, ಗದಾ ಪರ್ವ,12,17
ಮುಕ್ಕಳಿಸು, ಕುಡಿದು ಉಗಿ, ಕರ್ಣ ಪರ್ವ,22,15
ಮುಕ್ಕುರಿಕಿ, ಆವರಿಸಿ, ಅರಣ್ಯ ಪರ್ವ,18,34
ಮುಕ್ಕುರಿಕಿದ, ಮುತ್ತಿಕೊಂಡ, ದ್ರೋಣ ಪರ್ವ,2,44
ಮುಕ್ಕುರಿಕು, ಮುತ್ತಿಗೆ ಹಾಕು, ಕರ್ಣ ಪರ್ವ,26,8
ಮುಕ್ಕುರಿಕು, ತಿಣುಕು, ಕರ್ಣ ಪರ್ವ,11,4
ಮುಕ್ಕುರಿಕೆ, ಬಲವಾಗಿ ನಾಟಿಕೊಳ್ಳಲು, ಭೀಷ್ಮ ಪರ್ವ,9,38
ಮುಕ್ಕುರಿಕೆ, ಮುತ್ತುವುದು, ಕರ್ಣ ಪರ್ವ,15,25
ಮುಕ್ಕುರಿಕೆ, ಮೇಲೆ ಬಿದ್ದು ಆರ್ಭಟ, ಭೀಷ್ಮ ಪರ್ವ,4,70
